0;1596.19;273.765;-469.997;-2157.01;23.1368;402.487;
0.1;1384.71;302.084;-428.649;-2052.96;539.186;424.133;
0.2;1189.46;380.338;-385.238;-1833.59;1017.41;443.738;
0.3;1021.46;503.455;-339.973;-1510.6;1432.49;461.207;
0.4;890.238;663.988;-293.071;-1101.13;1762.43;476.455;
0.5;803.4;852.506;-244.758;-626.923;1989.73;489.41;
0.6;766.181;1058.09;-195.268;-113.112;2102.33;500.009;
0.7;781.193;1268.93;-144.837;413.062;2094.2;508.202;
0.8;848.276;1472.9;-93.7089;923.709;1965.71;513.948;
0.9;964.511;1658.27;-42.1298;1391.76;1723.59;517.22;
1;1124.37;1814.24;9.65207;1792.38;1380.55;518.002;
1.1;1320.02;1931.6;61.3875;2104.32;954.646;516.291;
1.2;1541.71;2003.15;112.827;2311;468.318;512.094;
1.3;1778.33;2024.1;163.724;2401.4;-52.8149;505.433;
1.4;2017.94;1992.34;213.833;2370.63;-581.289;496.338;
1.5;2248.45;1908.52;262.912;2220.23;-1089.25;484.855;
1.6;2458.24;1776.07;310.726;1958.01;-1549.93;471.037;
1.7;2636.77;1600.93;357.044;1597.73;-1939.06;454.952;
1.8;2775.13;1391.34;401.643;1158.3;-2236.14;436.677;
1.9;2866.55;1157.31;444.309;662.833;-2425.53;416.3;
2;2906.69;910.167;484.837;137.375;-2497.28;393.919;
2.1;2893.94;661.915;523.03;-390.429;-2447.67;369.642;
2.2;2829.46;424.608;558.706;-892.813;-2279.35;343.585;
2.3;2717.11;209.72;591.692;-1343.36;-2001.27;315.875;
2.4;2563.31;27.5366;621.83;-1718.37;-1628.16;286.644;
2.5;2376.63;-113.391;648.975;-1998.17;-1179.78;256.033;
2.6;2167.36;-206.692;672.995;-2168.08;-679.856;224.19;
2.7;1946.99;-248.52;693.776;-2219.25;-154.829;191.267;
2.8;1727.57;-237.746;711.218;-2149.09;367.525;157.424;
2.9;1521.1;-176.027;725.236;-1961.41;859.575;122.823;
3;1338.89;-67.7147;735.763;-1666.24;1295.29;87.6312;
3.1;1190.93;80.3756;742.748;-1279.29;1651.63;52.0173;
3.2;1085.42;259.323;746.158;-821.104;1909.72;16.1529;
3.3;1028.28;458.574;745.976;-316;2055.91;-19.7892;
3.4;1022.89;666.499;742.203;209.23;2082.42;-55.6361;
3.5;1069.87;871.004;734.858;726.731;1987.84;-91.2151;
3.6;1167.06;1060.18;723.975;1209.06;1777.11;-126.355;
3.7;1309.65;1222.91;709.607;1630.61;1461.34;-160.887;
3.8;1490.4;1349.48;691.824;1969.02;1057.17;-194.644;
3.9;1700.07;1432.09;670.71;2206.3;585.913;-227.464;
4;1927.85;1465.25;646.367;2329.78;72.4358;-259.19;
4.1;2161.99;1446.07;618.913;2332.84;-456.174;-289.667;
4.2;2390.38;1374.44;588.48;2215.2;-972.026;-318.751;
4.3;2601.2;1253;555.214;1982.94;-1447.9;-346.3;
4.4;2783.54;1087.04;519.276;1648.22;-1858.69;-372.182;
4.5;2928;884.169;480.838;1228.6;-2182.72;-396.272;
4.6;3027.15;653.969;440.085;746.113;-2402.91;-418.455;
4.7;3075.96;407.452;397.214;226.128;-2507.63;-438.624;
4.8;3072.03;156.492;352.431;-304.013;-2491.39;-456.681;
4.9;3015.75;-86.8057;305.951;-816.433;-2355.06;-472.54;
5;2910.24;-310.74;257.998;-1284.19;-2105.85;-486.124;
5.1;2761.23;-504.637;208.804;-1682.69;-1756.94;-497.368;
5.2;2576.72;-659.407;158.605;-1991.03;-1326.78;-506.218;
5.3;2366.58;-768.032;107.642;-2193.02;-838.096;-512.632;
5.4;2142.03;-825.93;56.1606;-2278.13;-316.707;-516.577;
5.5;1915.02;-831.199;4.40917;-2241.98;209.839;-518.036;
5.6;1697.62;-784.719;-47.3635;-2086.61;713.722;-517.002;
5.7;1501.41;-690.103;-98.9081;-1820.33;1168.32;-513.478;
5.8;1336.8;-553.507;-149.977;-1457.33;1549.63;-507.483;
5.9;1212.54;-383.304;-200.323;-1016.92;1837.49;-499.045;
6;1135.23;-189.645;-249.706;-522.458;2016.71;-488.205;
6.1;1108.98;16.083;-297.886;-0.191382;2077.8;-475.015;
6.2;1135.19;221.853;-344.632;522.177;2017.56;-459.538;
6.3;1212.49;415.638;-389.72;1016.94;1839.15;-441.849;
6.4;1336.78;586.043;-432.931;1457.84;1552.01;-422.033;
6.5;1501.47;722.906;-474.059;1821.48;1171.29;-400.186;
6.6;1697.84;817.839;-512.904;2088.52;717.111;-376.412;
6.7;1915.47;864.67;-549.281;2244.75;213.465;-350.827;
6.8;2142.8;859.765;-583.013;2281.79;-313.045;-323.552;
6.9;2367.77;802.225;-613.939;2197.57;-834.603;-294.72;
7;2578.4;693.931;-641.91;1996.4;-1323.66;-264.47;
7.1;2763.48;539.445;-666.791;1688.8;-1754.37;-232.946;
7.2;2913.14;345.771;-688.462;1290.9;-2103.97;-200.301;
