0;0;0;0;0;10
0;0;1;0;0;10
0;0;2;0;0;9.95184
0;0;2.99518;0;0;9.85553
0;0;3.98074;0;0;9.7113
0;0;4.95187;0;0;9.5196
0;0;5.90383;0;0;9.28114
0;0;6.83194;0;0;8.99683
0;0;7.73162;0;0;8.66783
0;0;8.59841;0;0;8.29551
0;0;9.42796;0;0;7.88144
0;0;10.2161;0;0;7.42743
0;0;10.9588;0;0;6.93546
0;0;11.6524;0;0;6.40772
0;0;12.2932;0;0;5.84659
0;0;12.8778;0;0;5.2546
0;0;13.4033;0;0;4.63445
0;0;13.8667;0;0;3.989
0;0;14.2656;0;0;3.32124
0;0;14.5978;0;0;2.63426
0;0;14.8612;0;0;1.93129
0;0;15.0543;0;0;1.21563
0;0;15.1759;0;0;0.490677
0;0;15.2249;0;0;-0.240134
0;0;15.2009;0;0;-0.973307
0;0;15.1036;0;0;-1.70532
0;0;14.9331;0;0;-2.43265
0;0;14.6898;0;0;-3.15177
0;0;14.3746;0;0;-3.85918
0;0;13.9887;0;0;-4.5514
0;0;13.5336;0;0;-5.22504
0;0;13.0111;0;0;-5.87677
0;0;12.4234;0;0;-6.50333
0;0;11.773;0;0;-7.10159
0;0;11.0629;0;0;-7.66853
0;0;10.296;0;0;-8.20128
0;0;9.47591;0;0;-8.6971
0;0;8.6062;0;0;-9.15342
0;0;7.69086;0;0;-9.56786
0;0;6.73407;0;0;-9.93822
0;0;5.74025;0;0;-10.2625
0;0;4.714;0;0;-10.5389
0;0;3.6601;0;0;-10.7659
0;0;2.58351;0;0;-10.9422
0;0;1.48929;0;0;-11.0666
0;0;0.382628;0;0;-11.1383
0;0;-0.731205;0;0;-11.1568
0;0;-1.84688;0;0;-11.1215
0;0;-2.95903;0;0;-11.0326
0;0;-4.06229;0;0;-10.8901
0;0;-5.15131;0;0;-10.6945
0;0;-6.22075;0;0;-10.4464
0;0;-7.2654;0;0;-10.1469
0;0;-8.28008;0;0;-9.79698
0;0;-9.25978;0;0;-9.39824
0;0;-10.1996;0;0;-8.95233
0;0;-11.0948;0;0;-8.46115
0;0;-11.941;0;0;-7.92687
0;0;-12.7336;0;0;-7.35184
0;0;-13.4688;0;0;-6.73864
0;0;-14.1427;0;0;-6.09003
0;0;-14.7517;0;0;-5.40897
0;0;-15.2926;0;0;-4.69859
0;0;-15.7624;0;0;-3.96216
0;0;-16.1587;0;0;-3.2031
0;0;-16.479;0;0;-2.42496
0;0;-16.7215;0;0;-1.6314
0;0;-16.8846;0;0;-0.826161
0;0;-16.9672;0;0;-0.0130638
0;0;-16.9685;0;0;0.804011
0;0;-16.8881;0;0;1.62115
0;0;-16.726;0;0;2.43442
0;0;-16.4826;0;0;3.23988
0;0;-16.1586;0;0;4.03361
0;0;-15.7552;0;0;4.81175
0;0;-15.274;0;0;5.57046
0;0;-14.717;0;0;6.30599
0;0;-14.0864;0;0;7.01471
0;0;-13.3849;0;0;7.69305
0;0;-12.6156;0;0;8.33762
0;0;-11.7819;0;0;8.94514
0;0;-10.8874;0;0;9.51251
0;0;-9.9361;0;0;10.0368
0;0;-8.93242;0;0;10.5153
0;0;-7.88089;0;0;10.9454
0;0;-6.78635;0;0;11.3249
0;0;-5.65385;0;0;11.6518
0;0;-4.48868;0;0;11.924
0;0;-3.29628;0;0;12.1402
0;0;-2.08226;0;0;12.2989
0;0;-0.852368;0;0;12.3992
0;0;0.387551;0;0;12.4402
0;0;1.63157;0;0;12.4216
0;0;2.87373;0;0;12.343
0;0;4.10803;0;0;12.2046
0;0;5.32849;0;0;12.0068
0;0;6.52917;0;0;11.7502
0;0;7.70419;0;0;11.4358
0;0;8.84777;0;0;11.0648
0;0;9.95424;0;0;10.6387
0;0;11.0181;0;0;10.1593
0;0;12.034;0;0;9.62874
0;0;12.9969;0;0;9.04923
0;0;13.9018;0;0;8.42335
0;0;14.7442;0;0;7.75389
0;0;15.5196;0;0;7.04387
0;0;16.224;0;0;6.29651
0;0;16.8536;0;0;5.51522
0;0;17.4051;0;0;4.70362
0;0;17.8755;0;0;3.86546
0;0;18.262;0;0;3.00464
0;0;18.5625;0;0;2.12522
0;0;18.775;0;0;1.23132
0;0;18.8982;0;0;0.327187
0;0;18.9309;0;0;-0.582874
0;0;18.8726;0;0;-1.49451
0;0;18.7231;0;0;-2.40334
0;0;18.4828;0;0;-3.30497
0;0;18.1523;0;0;-4.19503
0;0;17.7328;0;0;-5.06918
0;0;17.2259;0;0;-5.92312
0;0;16.6336;0;0;-6.75265
0;0;15.9583;0;0;-7.55366
0;0;15.2029;0;0;-8.32215
0;0;14.3707;0;0;-9.05426
0;0;13.4653;0;0;-9.7463
0;0;12.4907;0;0;-10.3947
0;0;11.4512;0;0;-10.9962
0;0;10.3516;0;0;-11.5477
0;0;9.1968;0;0;-12.0462
0;0;7.99218;0;0;-12.4891
0;0;6.74328;0;0;-12.8739
0;0;5.45588;0;0;-13.1987
0;0;4.13602;0;0;-13.4614
0;0;2.78988;0;0;-13.6606
0;0;1.42382;0;0;-13.7949
0;0;0.0443314;0;0;-13.8635
0;0;-1.34202;0;0;-13.8656
0;0;-2.72858;0;0;-13.801
0;0;-4.10868;0;0;-13.6696
0;0;-5.47564;0;0;-13.4717
0;0;-6.82281;0;0;-13.208
0;0;-8.14361;0;0;-12.8795
0;0;-9.43156;0;0;-12.4873
0;0;-10.6803;0;0;-12.0331
0;0;-11.8836;0;0;-11.5188
0;0;-13.0355;0;0;-10.9465
0;0;-14.1301;0;0;-10.3188
0;0;-15.162;0;0;-9.63836
0;0;-16.1259;0;0;-8.90821
0;0;-17.0167;0;0;-8.13165
0;0;-17.8298;0;0;-7.3122
0;0;-18.5611;0;0;-6.45358
0;0;-19.2064;0;0;-5.55975
0;0;-19.7624;0;0;-4.63485
0;0;-20.2259;0;0;-3.68317
0;0;-20.5942;0;0;-2.70917
0;0;-20.8651;0;0;-1.71743
0;0;-21.0369;0;0;-0.712647
0;0;-21.1081;0;0;0.300407
0;0;-21.0781;0;0;1.31689
0;0;-20.9464;0;0;2.33193
0;0;-20.7132;0;0;3.34063
0;0;-20.3791;0;0;4.33809
0;0;-19.9453;0;0;5.31947
0;0;-19.4134;0;0;6.27996
0;0;-18.7854;0;0;7.21484
0;0;-18.0639;0;0;8.11947
0;0;-17.252;0;0;8.98935
0;0;-16.353;0;0;9.82014
0;0;-15.371;0;0;10.6076
0;0;-14.3102;0;0;11.3478
0;0;-13.1755;0;0;12.037
0;0;-11.9718;0;0;12.6715
0;0;-10.7046;0;0;13.248
0;0;-9.37982;0;0;13.7635
0;0;-8.00348;0;0;14.2152
0;0;-6.58196;0;0;14.6006
0;0;-5.1219;0;0;14.9175
0;0;-3.63015;0;0;15.1642
0;0;-2.11373;0;0;15.339
0;0;-0.579834;0;0;15.4408
0;0;0.964245;0;0;15.4687
0;0;2.51112;0;0;15.4223
0;0;4.05334;0;0;15.3013
0;0;5.58348;0;0;15.1062
0;0;7.09409;0;0;14.8373
0;0;8.57782;0;0;14.4957
0;0;10.0274;0;0;14.0826
0;0;11.4356;0;0;13.5997
0;0;12.7956;0;0;13.049
0;0;14.1005;0;0;12.4328
0;0;15.3438;0;0;11.7538
0;0;16.5192;0;0;11.0149
0;0;17.6207;0;0;10.2194
0;0;18.6426;0;0;9.37085
0;0;19.5797;0;0;8.4731
0;0;20.427;0;0;7.53021
0;0;21.18;0;0;6.54653
0;0;21.8347;0;0;5.52658
0;0;22.3873;0;0;4.47511
0;0;22.8348;0;0;3.39702
0;0;23.1745;0;0;2.29739
0;0;23.4043;0;0;1.18139
0;0;23.5224;0;0;0.0543332
0;0;23.5279;0;0;-1.07841
0;0;23.42;0;0;-2.21142
0;0;23.1989;0;0;-3.33924
0;0;22.8649;0;0;-4.45641
0;0;22.4193;0;0;-5.55749
0;0;21.8636;0;0;-6.63712
0;0;21.1998;0;0;-7.68998
0;0;20.4308;0;0;-8.71089
0;0;19.5598;0;0;-9.69476
0;0;18.5903;0;0;-10.6367
0;0;17.5266;0;0;-11.5319
0;0;16.3734;0;0;-12.3759
0;0;15.1358;0;0;-13.1644
0;0;13.8194;0;0;-13.8933
0;0;12.4301;0;0;-14.5588
0;0;10.9742;0;0;-15.1574
0;0;9.45845;0;0;-15.6858
0;0;7.88986;0;0;-16.1413
0;0;6.27573;0;0;-16.5213
0;0;4.62361;0;0;-16.8235
0;0;2.94126;0;0;-17.0461
0;0;1.23665;0;0;-17.1878
0;0;-0.482131;0;0;-17.2473
0;0;-2.20686;0;0;-17.2241
0;0;-3.92927;0;0;-17.1178
0;0;-5.64106;0;0;-16.9286
0;0;-7.33392;0;0;-16.657
0;0;-8.99961;0;0;-16.3038
0;0;-10.63;0;0;-15.8704
0;0;-12.217;0;0;-15.3585
0;0;-13.7529;0;0;-14.7702
0;0;-15.2299;0;0;-14.1079
0;0;-16.6407;0;0;-13.3745
0;0;-17.9781;0;0;-12.5731
0;0;-19.2355;0;0;-11.7074
0;0;-20.4062;0;0;-10.7811
0;0;-21.4843;0;0;-9.79839
0;0;-22.4641;0;0;-8.76379
0;0;-23.3405;0;0;-7.682
0;0;-24.1087;0;0;-6.55801
0;0;-24.7645;0;0;-5.39703
0;0;-25.3042;0;0;-4.20447
0;0;-25.7247;0;0;-2.98592
0;0;-26.0233;0;0;-1.74712
0;0;-26.198;0;0;-0.493939
0;0;-26.2474;0;0;0.767652
0;0;-26.1706;0;0;2.03162
0;0;-25.9674;0;0;3.2919
0;0;-25.6382;0;0;4.54239
0;0;-25.184;0;0;5.77702
0;0;-24.6063;0;0;6.98979
0;0;-23.9073;0;0;8.17473
0;0;-23.0899;0;0;9.32601
0;0;-22.1572;0;0;10.4379
0;0;-21.1135;0;0;11.5049
0;0;-19.963;0;0;12.5217
0;0;-18.7108;0;0;13.483
0;0;-17.3625;0;0;14.3841
0;0;-15.9241;0;0;15.2202
0;0;-14.4021;0;0;15.987
0;0;-12.8034;0;0;16.6806
0;0;-11.1353;0;0;17.2971
0;0;-9.4056;0;0;17.8333
0;0;-7.62227;0;0;18.2863
0;0;-5.79364;0;0;18.6533
0;0;-3.9283;0;0;18.9323
0;0;-2.03507;0;0;19.1215
0;0;-0.122918;0;0;19.2195
0;0;1.79903;0;0;19.2254
0;0;3.72158;0;0;19.1388
0;0;5.63546;0;0;18.9596
0;0;7.53142;0;0;18.6882
0;0;9.40024;0;0;18.3255
0;0;11.2328;0;0;17.8728
0;0;13.0201;0;0;17.3319
0;0;14.7533;0;0;16.7049
0;0;16.4238;0;0;15.9945
0;0;18.0232;0;0;15.2036
0;0;19.5436;0;0;14.3356
0;0;20.9771;0;0;13.3945
0;0;22.3166;0;0;12.3843
0;0;23.555;0;0;11.3096
0;0;24.686;0;0;10.1753
0;0;25.7035;0;0;8.98653
0;0;26.6021;0;0;7.74875
