21.5;1116.43;132.763;-426.115;109.028;-201.487;97.2445
21.6;1126.17;111.545;-415.373;84.9436;-221.988;117.514
21.7;1133.29;88.559;-402.631;56.804;-236.708;137.218
21.8;1137.44;64.4232;-387.951;26.0332;-244.875;156.261
21.9;1138.46;39.8178;-371.404;-5.80583;-246.06;174.552
22;1136.3;15.447;-353.069;-37.0938;-240.204;192.003
22.1;1131.11;-7.99763;-333.034;-66.2406;-227.618;208.53
22.2;1123.17;-29.8735;-311.396;-91.769;-208.969;224.053
22.3;1112.92;-49.6213;-288.26;-112.393;-185.242;238.497
22.4;1100.89;-66.7938;-263.735;-127.086;-157.691;251.793
22.5;1087.73;-81.0801;-237.941;-135.134;-127.771;263.878
22.6;1074.1;-92.3214;-211.002;-136.175;-97.0606;274.692
22.7;1060.72;-100.52;-183.047;-130.215;-67.1802;284.183
22.8;1048.28;-105.838;-154.211;-117.632;-39.7055;292.307
22.9;1037.4;-108.59;-124.633;-99.1525;-16.0847;299.024
23;1028.61;-109.225;-94.4543;-75.8146;2.43843;304.301
23.1;1022.35;-108.305;-63.8213;-48.9132;14.8899;308.114
23.2;1018.9;-106.473;-32.881;-19.9311;20.6169;310.443
23.3;1018.38;-104.417;-1.7825;9.53901;19.3228;311.278
23.4;1020.77;-102.841;29.3246;37.8787;11.082;310.615
23.5;1025.87;-102.419;60.2905;63.5294;-3.66332;308.456
23.6;1033.34;-103.765;90.9663;85.0744;-24.1269;304.812
23.7;1042.71;-107.399;121.204;101.314;-49.2197;299.702
23.8;1053.39;-113.719;150.859;111.33;-77.6078;293.148
23.9;1064.74;-122.98;179.787;114.53;-107.782;285.184
24;1076.06;-135.282;207.85;110.684;-138.14;275.847
24.1;1086.65;-150.561;234.912;99.9352;-167.066;265.182
24.2;1095.84;-168.596;260.843;82.7888;-193.021;253.24
24.3;1103.02;-189.019;285.519;60.0894;-214.624;240.079
24.4;1107.71;-211.336;308.821;32.975;-230.72;225.763
24.5;1109.51;-234.95;330.635;2.81677;-240.445;210.36
24.6;1108.22;-259.194;350.859;-28.8533;-243.273;193.944
24.7;1103.75;-283.368;369.393;-60.4231;-239.04;176.595
24.8;1096.19;-306.773;386.149;-90.2857;-227.953;158.396
24.9;1085.8;-328.748;401.047;-116.924;-210.583;139.434
25;1072.96;-348.709;414.014;-138.992;-187.83;119.801
25.1;1058.19;-366.174;424.988;-155.383;-160.879;99.5915
25.2;1042.1;-380.791;433.916;-165.292;-131.136;78.9025
25.3;1025.36;-392.359;440.756;-168.255;-100.154;57.8336
25.4;1008.68;-400.835;445.474;-164.175;-69.5487;36.4864
25.5;992.755;-406.335;448.047;-153.326;-40.918;14.9635
25.6;978.224;-409.134;448.464;-136.34;-15.7536;-6.6314
25.7;965.66;-409.646;446.722;-114.173;4.63636;-28.1944
25.8;955.522;-408.402;442.83;-88.0551;19.1963;-49.6216
25.9;948.133;-406.027;436.806;-59.4229;27.1794;-70.81
26;943.669;-403.2;428.679;-29.8469;28.1867;-91.6576
26.1;942.142;-400.624;418.489;-0.946939;22.1882;-112.064
26.2;943.404;-398.985;406.284;25.6931;9.52461;-131.931
26.3;947.156;-398.919;392.124;48.6089;-9.11084;-151.163
26.4;952.959;-400.974;376.076;66.5333;-32.7089;-169.667
26.5;960.262;-405.584;358.218;78.4627;-59.9975;-187.354
26.6;968.428;-413.048;338.635;83.7108;-89.5093;-204.14
26.7;976.769;-423.508;317.423;81.944;-119.659;-219.943
26.8;984.583;-436.947;294.682;73.1998;-148.826;-234.687
26.9;991.189;-453.188;270.523;57.8843;-175.443;-248.301
27;995.965;-471.902;245.061;36.7511;-198.076;-260.721
27.1;998.38;-492.628;218.421;10.8613;-215.499;-271.885
27.2;998.022;-514.796;190.728;-18.4726;-226.763;-281.74
27.3;994.62;-537.754;162.118;-49.7558;-231.243;-290.24
27.4;988.059;-560.808;132.727;-81.3901;-228.671;-297.342
27.5;978.384;-583.255;102.697;-111.759;-219.152;-303.013
27.6;965.801;-604.422;72.1729;-139.311;-203.156;-307.225
27.7;950.663;-623.697;41.3014;-162.645;-181.496;-309.958
27.8;933.453;-640.568;10.2311;-180.582;-155.283;-311.199
27.9;914.757;-654.646;-20.8885;-192.225;-125.867;-310.943
28;895.237;-665.685;-51.9076;-197.014;-94.7677;-309.189
28.1;875.591;-673.597;-82.6767;-194.745;-63.5931;-305.947
28.2;856.519;-678.455;-113.048;-185.592;-33.9542;-301.233
28.3;838.685;-680.49;-142.875;-170.087;-7.3805;-295.068
28.4;822.685;-680.079;-172.014;-149.1;14.7608;-287.483
28.5;809.01;-677.724;-200.325;-123.791;31.3373;-278.514
28.6;798.025;-674.026;-227.672;-95.5449;41.511;-268.205
28.7;789.948;-669.653;-253.923;-65.9039;44.7823;-256.604
28.8;784.837;-665.305;-278.952;-36.4821;41.017;-243.769
28.9;782.59;-661.678;-302.638;-8.88203;30.4529;-229.759
29;782.949;-659.422;-324.867;15.3903;13.6874;-214.644
29.1;785.513;-659.117;-345.532;35.0053;-8.35419;-198.496
29.2;789.758;-661.23;-364.534;48.8796;-34.4672;-181.392
29.3;795.07;-666.099;-381.782;56.2336;-63.2317;-163.415
29.4;800.772;-673.913;-397.191;56.6322;-93.087;-144.651
29.5;806.162;-684.699;-410.689;50.0083;-122.414;-125.191
29.6;810.549;-698.325;-422.209;36.6663;-149.623;-105.129
29.7;813.292;-714.503;-431.698;17.2654;-173.232;-84.5601
29.8;813.832;-732.808;-439.108;-7.2144;-191.952;-63.5844
29.9;811.721;-752.695;-444.404;-35.5245;-204.751;-42.3026
30;806.647;-773.535;-447.562;-66.2137;-210.908;-20.8172
30.1;798.451;-794.642;-448.564;-97.7044;-210.053;0.768444
30.2;787.134;-815.311;-447.408;-128.376;-202.186;22.3504
30.3;772.856;-834.857;-444.098;-156.652;-187.678;43.8247
30.4;755.932;-852.648;-438.65;-181.081;-167.248;65.0881
30.5;736.81;-868.143;-431.091;-200.413;-141.928;86.0381
30.6;716.053;-880.913;-421.456;-213.669;-113.011;106.574
30.7;694.302;-890.674;-409.793;-220.189;-81.9739;126.597
30.8;672.25;-897.29;-396.157;-219.669;-50.4097;146.01
30.9;650.602;-900.792;-380.614;-212.176;-19.9369;164.721
31;630.034;-901.367;-363.239;-198.144;7.88375;182.639
31.1;611.166;-899.352;-344.116;-178.354;31.6319;199.677
31.2;594.52;-895.217;-323.336;-153.888;50.1027;215.755
31.3;580.5;-889.539;-301;-126.075;62.3704;230.794
31.4;569.367;-882.97;-277.214;-96.4226;67.8374;244.721
31.5;561.224;-876.207;-252.095;-66.5322;66.2655;257.471
31.6;556.014;-869.948;-225.761;-38.0184;57.7887;268.982
31.7;553.523;-864.864;-198.341;-12.4225;42.9059;279.197
31.8;553.386;-861.554;-169.967;8.86884;22.4549;288.069
31.9;555.114;-860.521;-140.774;24.697;-2.43221;295.554
32;558.113;-862.143;-110.903;34.1923;-30.3886;301.616
32.1;561.722;-866.651;-80.499;36.8201;-59.885;306.227
32.2;565.242;-874.118;-49.7071;32.409;-89.3107;309.363
32.3;567.975;-884.457;-18.676;21.1601;-117.058;311.01
32.4;569.264;-897.422;12.4451;3.63582;-141.608;311.161
32.5;568.522;-912.626;43.5062;-19.2691;-161.609;309.813
32.6;565.269;-929.555;74.3579;-46.3754;-175.952;306.974
32.7;559.153;-947.6;104.852;-76.2811;-183.824;302.657
32.8;549.971;-966.087;134.841;-107.436;-184.753;296.883
32.9;537.678;-984.315;164.181;-138.224;-178.637;289.681
33;522.392;-1001.59;192.73;-167.046;-165.741;281.083
33.1;504.385;-1017.26;220.352;-192.408;-146.692;271.133
33.2;484.07;-1030.75;246.913;-212.997;-122.439;259.878
33.3;461.98;-1041.61;272.286;-227.752;-94.2072;247.372
33.4;438.74;-1049.51;296.348;-235.92;-63.4299;233.674
33.5;415.031;-1054.26;318.983;-237.094;-31.676;218.853
33.6;391.557;-1055.86;340.083;-231.237;-0.565178;202.977
33.7;369.007;-1054.45;359.546;-218.683;28.3169;186.125
33.8;348.021;-1050.32;377.278;-200.116;53.5027;168.376
33.9;329.152;-1043.92;393.195;-176.542;73.72;149.817
34;312.838;-1035.78;407.218;-149.226;87.9594;130.537
34.1;299.383;-1026.55;419.281;-119.633;95.5273;110.629
34.2;288.935;-1016.91;429.326;-89.3477;96.0827;90.1877
34.3;281.483;-1007.57;437.304;-59.9886;89.6553;69.3126
34.4;276.854;-999.2;443.177;-33.1262;76.6435;48.1038
34.5;274.726;-992.433;446.917;-10.1984;57.7941;26.6635
34.6;274.641;-987.801;448.506;7.56558;34.1619;5.09478
34.7;276.034;-985.717;447.935;19.2098;7.05477;-16.4984
34.8;278.257;-986.457;445.209;24.1022;-22.0357;-38.0122
34.9;280.619;-990.138;440.339;21.9677;-51.5131;-59.343
35;282.419;-996.718;433.35;12.9033;-79.7603;-80.3882
35.1;282.983;-1006;424.274;-2.62749;-105.225;-101.046
35.2;281.704;-1017.62;413.156;-23.8192;-126.502;-121.218
35.3;278.067;-1031.12;400.05;-49.5665;-142.407;-140.806
35.4;271.683;-1045.89;385.018;-78.5229;-152.039;-159.717
35.5;262.305;-1061.3;368.132;-109.172;-154.828;-177.859
35.6;249.845;-1076.62;349.475;-139.907;-150.566;-195.144
35.7;234.375;-1091.18;329.135;-169.116;-139.417;-211.49
35.8;216.124;-1104.29;307.211;-195.268;-121.908;-226.818
35.9;195.47;-1115.38;283.807;-216.991;-98.9025;-241.055
36;172.913;-1123.93;259.038;-233.147;-71.554;-254.131
36.1;149.055;-1129.59;233.022;-242.893;-41.2452;-265.983
36.2;124.565;-1132.13;205.884;-245.722;-9.51511;-276.555
36.3;100.147;-1131.5;177.755;-241.491;22.0224;-285.796
36.4;76.4958;-1127.79;148.771;-230.432;51.7635;-293.662
36.5;54.2691;-1121.26;119.07;-213.135;78.1996;-300.113
36.6;34.047;-1112.3;88.7965;-190.519;99.9964;-305.12
36.7;16.3034;-1101.45;58.0952;-163.783;116.065;-308.659
36.8;1.38103;-1089.31;27.1143;-134.344;125.619;-310.711
36.9;-10.5269;-1076.56;-3.99716;-103.76;128.215;-311.268
37;-19.3867;-1063.9;-35.0894;-73.6495;123.78;-310.327
37.1;-25.3259;-1052.03;-66.0126;-45.6054;112.609;-307.891
37.2;-28.6265;-1041.58;-96.6182;-21.1104;95.3543;-303.974
37.3;-29.71;-1033.13;-126.759;-1.45928;72.9903;-298.593
37.4;-29.1152;-1027.11;-156.289;12.3097;46.76;-291.775
37.5;-27.4693;-1023.86;-185.067;19.4697;18.1111;-283.553
37.6;-25.4551;-1023.52;-212.954;19.6432;-11.3811;-273.965
37.7;-23.7748;-1026.11;-239.816;12.8228;-40.0968;-263.059
37.8;-23.1126;-1031.46;-265.523;-0.629292;-66.457;-250.887
37.9;-24.0989;-1039.27;-289.953;-19.9997;-89.0074;-237.506
